hum,suhu,jarak,beda,status
52.00,25.70,19.48,-0.95,banjir
52.00,25.70,20.43,0.95,surut
53.00,25.70,19.81,-0.63,banjir
55.00,25.80,19.79,-0.02,banjir
56.00,25.80,21.39,1.60,surut
56.00,25.80,21.39,0.00,banjir
56.00,25.80,21.71,0.32,banjir
55.00,25.80,21.39,-0.32,banjir
55.00,25.80,21.39,0.00,banjir
55.00,25.80,21.39,0.00,banjir
56.00,25.80,21.39,0.00,banjir
56.00,25.80,21.71,0.32,banjir
56.00,25.90,20.76,-0.95,banjir
57.00,25.90,23.51,2.75,surut
57.00,25.90,22.63,-0.88,surut
57.00,25.90,22.63,0.00,surut
57.00,25.90,22.34,-0.29,surut
56.00,25.90,22.63,0.29,surut
55.00,25.90,22.63,0.00,surut
56.00,25.90,24.36,1.73,surut
56.00,25.90,23.51,-0.85,surut
56.00,25.90,24.67,1.16,surut
55.00,26.00,24.38,-0.29,surut
54.00,26.00,23.49,-0.88,surut
54.00,26.00,26.11,2.62,surut
54.00,26.00,25.81,-0.31,surut
55.00,26.00,25.23,-0.58,surut
56.00,26.00,25.81,0.58,surut
56.00,26.00,24.96,-0.85,surut
56.00,26.00,27.83,2.87,surut
57.00,26.00,26.98,-0.85,surut
57.00,26.10,28.41,1.43,surut
57.00,26.10,27.83,-0.58,surut
57.00,26.10,26.98,-0.85,surut
56.00,26.10,26.98,0.00,surut
56.00,26.10,26.98,0.00,surut
55.00,26.10,26.98,0.00,surut
54.00,26.10,28.41,1.43,surut
53.00,26.10,27.83,-0.58,surut
53.00,26.10,28.41,0.58,surut
52.00,26.10,28.41,0.00,surut
52.00,26.10,28.71,0.31,surut
52.00,26.10,27.85,-0.87,surut
53.00,26.10,28.70,0.85,surut
54.00,26.10,28.70,0.00,surut
55.00,26.10,28.70,0.00,surut
56.00,26.10,28.42,-0.27,surut
57.00,26.10,29.80,1.38,surut
57.00,26.10,29.27,-0.53,surut
57.00,26.20,29.27,0.00,surut
56.00,26.20,30.06,0.78,surut
56.00,26.20,29.27,-0.78,surut
57.00,26.20,29.29,0.02,surut
58.00,26.20,29.29,0.00,surut
58.00,26.20,29.27,-0.02,surut
58.00,26.20,29.27,0.00,surut
58.00,26.20,29.27,0.00,surut
58.00,26.20,29.27,0.00,surut
58.00,26.20,29.27,0.00,surut
57.00,26.20,29.27,0.00,surut
57.00,26.20,29.27,0.00,surut
57.00,26.20,29.29,0.02,surut
58.00,26.20,29.29,0.00,surut
57.00,26.20,29.27,-0.02,surut
57.00,26.20,29.27,0.00,surut
57.00,26.20,29.80,0.53,surut
58.00,26.20,30.06,0.25,surut
59.00,26.20,29.27,-0.78,surut
59.00,26.20,29.27,0.00,surut
59.00,26.30,29.27,0.00,surut
60.00,26.30,28.42,-0.85,surut
59.00,26.30,28.42,0.00,surut
59.00,26.30,27.83,-0.59,surut
59.00,26.30,27.83,0.00,surut
58.00,26.30,28.14,0.31,surut
58.00,26.30,26.96,-1.17,surut
58.00,26.30,26.67,-0.29,surut
58.00,26.30,26.98,0.31,surut
58.00,26.30,26.09,-0.88,surut
58.00,26.30,26.96,0.87,surut
58.00,26.30,26.09,-0.87,surut
58.00,26.30,26.11,0.02,surut
58.00,26.30,24.65,-1.46,surut
57.00,26.30,24.96,0.31,surut
57.00,26.30,24.94,-0.02,surut
56.00,26.30,24.94,0.00,surut
55.00,26.30,24.94,0.00,surut
55.00,26.30,24.94,0.00,surut
54.00,26.30,23.22,-1.72,surut
53.00,26.30,23.49,0.27,surut
53.00,26.30,23.49,0.00,surut
52.00,26.30,23.49,0.00,surut
52.00,26.20,23.49,0.00,surut
51.00,26.30,23.51,0.02,surut
51.00,26.20,23.49,-0.02,surut
50.00,26.20,23.51,0.02,surut
50.00,26.20,22.34,-1.17,surut
50.00,26.20,22.35,0.02,surut
51.00,26.20,22.34,-0.02,surut
52.00,26.20,22.93,0.60,surut
53.00,26.20,22.63,-0.31,surut
54.00,26.20,22.34,-0.29,surut
54.00,26.20,21.71,-0.63,banjir
55.00,26.20,20.43,-1.27,banjir
55.00,26.20,20.43,0.00,banjir
56.00,26.20,20.43,0.00,banjir
56.00,26.20,18.51,-1.92,banjir
56.00,26.30,18.51,0.00,banjir
56.00,26.20,18.51,0.00,banjir
56.00,26.20,18.51,0.00,banjir
56.00,26.20,18.51,0.00,banjir
55.00,26.20,17.88,-0.63,banjir
55.00,26.20,17.56,-0.32,banjir
55.00,26.20,17.56,0.00,banjir
55.00,26.20,17.56,0.00,banjir
54.00,26.20,16.29,-1.28,banjir
54.00,26.20,15.66,-0.63,banjir
54.00,26.20,15.66,0.00,banjir
55.00,26.20,15.64,-0.02,banjir
55.00,26.20,15.66,0.02,banjir
54.00,26.20,15.96,0.31,banjir
54.00,26.20,15.96,0.00,banjir
53.00,26.20,14.62,-1.34,banjir
53.00,26.20,14.60,-0.02,banjir
52.00,26.20,14.60,0.00,banjir
52.00,26.20,13.21,-1.39,banjir
51.00,26.20,11.81,-1.39,banjir
50.00,26.20,12.85,1.04,surut
50.00,26.20,11.12,-1.73,banjir
50.00,26.20,11.12,0.00,banjir
50.00,26.20,11.12,0.00,banjir
50.00,26.20,10.08,-1.04,banjir
51.00,26.20,10.42,0.34,banjir
51.00,26.20,10.42,0.00,banjir
53.00,26.20,10.42,0.00,banjir
53.00,26.20,10.42,0.00,banjir
53.00,26.20,10.42,0.00,banjir
53.00,26.20,9.03,-1.39,banjir
53.00,26.20,7.70,-1.33,banjir
53.00,26.20,6.09,-1.62,banjir
54.00,26.20,6.41,0.32,banjir
54.00,26.20,6.39,-0.02,banjir
55.00,26.20,6.41,0.02,banjir
55.00,26.20,6.41,0.00,banjir
55.00,26.20,6.41,0.00,banjir
55.00,26.20,6.41,0.00,banjir
56.00,26.20,6.41,0.00,banjir
56.00,26.20,5.75,-0.66,banjir
56.00,26.20,5.12,-0.63,banjir
56.00,26.20,3.48,-1.63,banjir
56.00,26.20,3.16,-0.32,banjir
56.00,26.20,3.18,0.02,banjir
56.00,26.20,3.18,0.00,banjir
56.00,26.20,3.16,-0.02,banjir
56.00,26.20,3.18,0.02,banjir
56.00,26.20,3.16,-0.02,banjir
55.00,26.20,3.16,0.00,banjir
55.00,26.20,3.50,0.34,banjir
55.00,26.20,4.45,0.95,surut
55.00,26.20,4.79,0.34,banjir
55.00,26.20,4.45,-0.34,banjir
55.00,26.20,4.13,-0.32,banjir
55.00,26.20,5.75,1.61,surut
55.00,26.20,6.09,0.34,banjir
55.00,26.20,6.41,0.32,banjir
55.00,26.20,7.38,0.97,surut
55.00,26.20,7.36,-0.02,banjir
55.00,26.20,7.36,0.00,banjir
56.00,26.20,9.03,1.67,surut
55.00,26.10,8.02,-1.00,banjir
55.00,26.20,7.68,-0.34,banjir
55.00,26.10,10.42,2.74,surut
55.00,26.10,10.42,0.00,banjir
54.00,26.10,9.38,-1.04,banjir
54.00,26.20,9.38,0.00,banjir
54.00,26.10,10.78,1.39,surut
55.00,26.10,11.81,1.04,surut
55.00,26.10,12.15,0.34,banjir
55.00,26.20,12.51,0.36,banjir
55.00,26.10,12.51,0.00,banjir
56.00,26.10,12.51,0.00,banjir
56.00,26.10,12.51,0.00,banjir
56.00,26.10,12.51,0.00,banjir
56.00,26.10,12.87,0.36,banjir
56.00,26.10,14.60,1.73,surut
56.00,26.10,15.96,1.36,surut
57.00,26.10,14.60,-1.36,banjir
57.00,26.20,14.26,-0.34,banjir
57.00,26.10,13.21,-1.05,banjir
58.00,26.10,16.29,3.08,surut
59.00,26.10,16.29,0.00,banjir
59.00,26.10,16.61,0.32,banjir
59.00,26.20,14.94,-1.67,banjir
59.00,26.20,17.24,2.30,surut
58.00,26.20,15.98,-1.26,banjir
57.00,26.20,16.92,0.94,surut
56.00,26.10,18.21,1.29,surut
55.00,26.10,18.51,0.31,banjir
54.00,26.10,21.39,2.87,surut
54.00,26.10,18.53,-2.86,banjir
54.00,26.10,18.53,0.00,banjir
55.00,26.10,20.74,2.21,surut
55.00,26.10,19.79,-0.95,banjir
54.00,26.10,19.48,-0.31,banjir
54.00,26.10,22.01,2.53,surut
55.00,26.10,21.71,-0.31,banjir
55.00,26.10,22.34,0.63,surut
54.00,26.10,22.92,0.58,surut
56.00,26.10,23.22,0.31,surut
55.00,26.10,24.94,1.72,surut
54.00,26.00,25.25,0.31,surut
55.00,26.00,26.09,0.85,surut
54.00,26.00,24.94,-1.16,surut
53.00,26.00,25.52,0.58,surut
52.00,26.00,24.94,-0.58,surut
52.00,26.00,26.38,1.45,surut
52.00,26.00,25.81,-0.58,surut
52.00,26.00,25.81,0.00,surut
52.00,25.90,27.25,1.44,surut
54.00,25.90,28.14,0.88,surut
55.00,25.90,27.85,-0.29,surut
54.00,25.90,26.98,-0.87,surut
54.00,25.90,28.41,1.43,surut
56.00,25.90,29.27,0.87,surut
55.00,25.90,29.55,0.27,surut
55.00,25.90,29.27,-0.27,surut
54.00,25.90,29.27,0.00,surut
53.00,25.90,28.70,-0.58,surut
53.00,25.90,29.27,0.58,surut
52.00,25.90,28.71,-0.56,surut
51.00,25.90,29.53,0.82,surut
51.00,25.80,29.53,0.00,surut
50.00,25.80,29.55,0.02,surut
49.00,25.80,29.55,0.00,surut
49.00,25.80,29.55,0.00,surut
48.00,25.80,29.55,0.00,surut
48.00,25.80,28.70,-0.85,surut
48.00,25.80,27.56,-1.14,surut
47.00,25.80,27.83,0.27,surut
48.00,25.80,26.38,-1.44,surut
49.00,25.80,25.81,-0.58,surut
49.00,25.70,25.81,0.00,surut
49.00,25.70,25.53,-0.27,surut
49.00,25.70,23.78,-1.75,surut
48.00,25.70,24.65,0.87,surut
48.00,25.70,23.51,-1.14,surut
48.00,25.70,23.49,-0.02,surut
48.00,25.70,23.22,-0.27,surut
47.00,25.70,23.20,-0.02,surut
47.00,25.70,23.20,0.00,surut
47.00,25.70,22.92,-0.29,surut
47.00,25.70,21.71,-1.21,banjir
48.00,25.70,21.71,0.00,banjir
48.00,25.70,21.39,-0.32,banjir
49.00,25.70,20.43,-0.95,banjir
49.00,25.60,21.06,0.63,surut
50.00,25.60,21.08,0.02,banjir
51.00,25.60,19.14,-1.94,banjir
51.00,25.60,19.48,0.34,banjir
52.00,25.60,18.84,-0.65,banjir
51.00,25.60,18.84,0.00,banjir
51.00,25.60,17.24,-1.60,banjir
50.00,25.60,18.51,1.27,surut
51.00,25.60,16.92,-1.60,banjir
52.00,25.60,15.96,-0.95,banjir
52.00,25.60,15.96,0.00,banjir
52.00,25.60,15.96,0.00,banjir
53.00,25.60,15.98,0.02,banjir
54.00,25.60,14.25,-1.73,banjir
55.00,25.60,15.30,1.05,surut
55.00,25.60,15.30,0.00,banjir
55.00,25.60,15.30,0.00,banjir
54.00,25.60,14.26,-1.04,banjir
54.00,25.60,13.55,-0.71,banjir
54.00,25.60,14.96,1.41,surut
54.00,25.60,14.60,-0.36,banjir
55.00,25.60,13.57,-1.04,banjir
54.00,25.60,14.60,1.04,surut
53.00,25.60,15.30,0.70,surut
53.00,25.50,15.30,0.00,banjir
52.00,25.50,12.87,-2.43,banjir
52.00,25.50,12.51,-0.36,banjir
51.00,25.50,12.51,0.00,banjir
51.00,25.50,12.51,0.00,banjir
51.00,25.50,12.51,0.00,banjir
52.00,25.50,12.51,0.00,banjir
52.00,25.50,12.51,0.00,banjir
51.00,25.40,12.51,0.00,banjir
51.00,25.40,10.08,-2.43,banjir
52.00,25.40,7.36,-2.72,banjir
53.00,25.40,7.70,0.34,banjir
54.00,25.40,7.70,0.00,banjir
54.00,25.40,7.70,0.00,banjir
53.00,25.40,7.68,-0.02,banjir
52.00,25.40,7.70,0.02,banjir
52.00,25.40,7.70,0.00,banjir
51.00,25.40,6.72,-0.99,banjir
51.00,25.40,5.75,-0.97,banjir
51.00,25.40,5.42,-0.32,banjir
51.00,25.40,5.10,-0.32,banjir
51.00,25.40,5.10,0.00,banjir
50.00,25.40,5.12,0.02,banjir
50.00,25.30,4.45,-0.66,banjir
50.00,25.30,3.16,-1.29,banjir
50.00,25.30,3.18,0.02,banjir
50.00,25.30,3.16,-0.02,banjir
51.00,25.30,3.16,0.00,banjir
51.00,25.30,3.16,0.00,banjir
50.00,25.30,3.16,0.00,banjir
50.00,25.30,3.16,0.00,banjir
50.00,25.30,3.18,0.02,banjir
50.00,25.30,4.45,1.28,surut
51.00,25.30,4.47,0.02,banjir
53.00,25.30,4.45,-0.02,banjir
53.00,25.30,5.12,0.66,surut
53.00,25.30,5.12,0.00,banjir
52.00,25.30,5.42,0.31,banjir
52.00,25.30,7.36,1.94,surut
52.00,25.30,7.05,-0.31,banjir
53.00,25.30,7.04,-0.02,banjir
53.00,25.30,8.02,0.99,surut
53.00,25.30,7.70,-0.32,banjir
53.00,25.30,7.70,0.00,banjir
53.00,25.30,8.67,0.97,surut
53.00,25.30,8.02,-0.65,banjir
53.00,25.20,9.03,1.00,surut
53.00,25.20,8.02,-1.00,banjir
53.00,25.20,7.70,-0.32,banjir
53.00,25.20,9.03,1.33,surut
53.00,25.20,9.03,0.00,banjir
53.00,25.20,9.01,-0.02,banjir
53.00,25.20,11.12,2.11,surut
52.00,25.20,10.78,-0.34,banjir
52.00,25.20,9.38,-1.39,banjir
52.00,25.20,10.78,1.39,surut
52.00,25.20,10.78,0.00,banjir
51.00,25.20,10.44,-0.34,banjir
52.00,25.20,12.17,1.73,surut
53.00,25.20,10.78,-1.39,banjir
53.00,25.20,12.17,1.39,surut
53.00,25.20,10.78,-1.39,banjir
53.00,25.20,11.81,1.04,surut
55.00,25.20,11.81,0.00,banjir
55.00,25.20,11.12,-0.70,banjir
56.00,25.20,12.87,1.75,surut
57.00,25.20,13.21,0.34,banjir
57.00,25.20,13.21,0.00,banjir
57.00,25.20,12.87,-0.34,banjir
58.00,25.20,13.91,1.04,surut
59.00,25.20,14.26,0.36,banjir
59.00,25.20,13.21,-1.05,banjir
58.00,25.20,14.60,1.39,surut
58.00,25.20,14.96,0.36,banjir
57.00,25.20,14.60,-0.36,banjir
56.00,25.20,14.60,0.00,banjir
55.00,25.20,15.96,1.36,surut
55.00,25.20,15.96,0.00,banjir
55.00,25.20,14.96,-1.00,banjir
55.00,25.20,14.60,-0.36,banjir
55.00,25.20,15.96,1.36,surut
56.00,25.20,14.62,-1.34,banjir
57.00,25.20,15.98,1.36,surut
58.00,25.20,15.30,-0.68,banjir
59.00,25.20,15.66,0.36,banjir
59.00,25.20,16.29,0.63,surut
59.00,25.20,16.29,0.00,banjir
58.00,25.20,15.66,-0.63,banjir
58.00,25.20,16.92,1.26,surut
58.00,25.20,16.59,-0.32,banjir
58.00,25.20,17.56,0.97,surut
59.00,25.20,18.19,0.63,surut
60.00,25.30,17.25,-0.94,banjir
60.00,25.30,18.51,1.26,surut
61.00,25.30,17.56,-0.95,banjir
61.00,25.30,16.92,-0.65,banjir
62.00,25.30,18.51,1.60,surut
62.00,25.30,19.81,1.29,surut
62.00,25.30,19.81,0.00,banjir
61.00,25.30,18.53,-1.27,banjir
61.00,25.30,19.48,0.95,surut
60.00,25.30,18.84,-0.65,banjir
60.00,25.30,20.11,1.27,surut
60.00,25.30,19.79,-0.32,banjir
60.00,25.30,20.42,0.63,surut
59.00,25.30,21.06,0.65,surut
59.00,25.30,19.16,-1.90,banjir
58.00,25.30,21.06,1.90,surut
58.00,25.30,20.42,-0.65,banjir
58.00,25.30,22.03,1.61,surut
58.00,25.30,21.39,-0.65,banjir
59.00,25.30,21.71,0.32,banjir
59.00,25.30,23.49,1.78,surut
60.00,25.30,23.20,-0.29,surut
60.00,25.30,22.63,-0.58,surut
60.00,25.30,22.92,0.29,surut
60.00,25.30,23.78,0.87,surut
61.00,25.30,23.78,0.00,surut
61.00,25.30,25.52,1.73,surut
62.00,25.30,23.78,-1.73,surut
62.00,25.30,23.49,-0.29,surut
61.00,25.30,24.36,0.87,surut
62.00,25.30,24.65,0.29,surut
62.00,25.30,25.53,0.88,surut
61.00,25.30,24.94,-0.60,surut
61.00,25.30,26.38,1.45,surut
60.00,25.30,26.38,0.00,surut
60.00,25.30,26.09,-0.29,surut
60.00,25.30,25.82,-0.27,surut
60.00,25.30,26.96,1.14,surut
60.00,25.30,27.83,0.87,surut
59.00,25.30,28.12,0.29,surut
58.00,25.30,28.71,0.59,surut
58.00,25.30,28.41,-0.31,surut
58.00,25.30,28.42,0.02,surut
58.00,25.30,27.83,-0.59,surut
58.00,25.30,26.98,-0.85,surut
59.00,25.30,26.96,-0.02,surut
59.00,25.30,26.98,0.02,surut
60.00,25.30,26.38,-0.59,surut
60.00,25.30,26.96,0.58,surut
61.00,25.30,26.96,0.00,surut
61.00,25.30,26.09,-0.87,surut
60.00,25.30,25.82,-0.27,surut
59.00,25.30,25.82,0.00,surut
58.00,25.30,26.09,0.27,surut
57.00,25.30,25.23,-0.87,surut
57.00,25.30,23.78,-1.44,surut
57.00,25.30,23.80,0.02,surut
57.00,25.20,23.78,-0.02,surut
57.00,25.20,23.78,0.00,surut
57.00,25.20,22.64,-1.14,surut
57.00,25.20,22.63,-0.02,surut
57.00,25.20,22.63,0.00,surut
57.00,25.20,22.64,0.02,surut
57.00,25.20,21.71,-0.93,banjir
57.00,25.20,21.39,-0.32,banjir
57.00,25.20,21.39,0.00,banjir
57.00,25.20,21.39,0.00,banjir
57.00,25.20,20.11,-1.27,banjir
57.00,25.20,21.08,0.97,surut
56.00,25.20,21.06,-0.02,banjir
55.00,25.20,21.08,0.02,banjir
54.00,25.20,20.11,-0.97,banjir
54.00,25.20,19.16,-0.95,banjir
53.00,25.20,19.16,0.00,banjir
53.00,25.20,18.84,-0.32,banjir
53.00,25.20,17.88,-0.95,banjir
52.00,25.20,18.84,0.95,surut
52.00,25.20,18.51,-0.32,banjir
52.00,25.20,17.56,-0.95,banjir
51.00,25.20,17.88,0.32,banjir
51.00,25.10,17.88,0.00,banjir
51.00,25.10,16.93,-0.95,banjir
52.00,25.10,15.96,-0.97,banjir
52.00,25.10,15.96,0.00,banjir
52.00,25.10,16.29,0.32,banjir
54.00,25.10,15.96,-0.32,banjir
55.00,25.10,15.98,0.02,banjir
55.00,25.10,15.96,-0.02,banjir
54.00,25.10,15.96,0.00,banjir
54.00,25.10,15.96,0.00,banjir
54.00,25.10,15.30,-0.66,banjir
55.00,25.10,14.60,-0.70,banjir
56.00,25.10,14.60,0.00,banjir
56.00,25.10,14.62,0.02,banjir
56.00,25.10,14.60,-0.02,banjir
55.00,25.10,14.96,0.36,banjir
54.00,25.10,14.94,-0.02,banjir
53.00,25.10,14.96,0.02,banjir
53.00,25.10,14.96,0.00,banjir
52.00,25.10,13.91,-1.05,banjir
53.00,25.10,13.91,0.00,banjir
53.00,25.10,13.91,0.00,banjir
53.00,25.10,13.91,0.00,banjir
53.00,25.10,13.91,0.00,banjir
53.00,25.10,13.91,0.00,banjir
55.00,25.10,13.91,0.00,banjir
56.00,25.10,13.57,-0.34,banjir
57.00,25.10,13.21,-0.36,banjir
57.00,25.10,13.21,0.00,banjir
57.00,25.10,13.21,0.00,banjir
56.00,25.10,12.85,-0.36,banjir
55.00,25.10,12.87,0.02,banjir
55.00,25.10,12.87,0.00,banjir
54.00,25.10,12.87,0.00,banjir
53.00,25.10,12.85,-0.02,banjir
53.00,25.10,12.85,0.00,banjir
54.00,25.10,12.87,0.02,banjir
54.00,25.10,12.51,-0.36,banjir
55.00,25.10,13.21,0.70,surut
55.00,25.10,13.21,0.00,banjir
54.00,25.10,11.12,-2.09,banjir
54.00,25.10,10.08,-1.04,banjir
53.00,25.10,11.48,1.39,surut
52.00,25.10,10.08,-1.39,banjir
53.00,25.10,10.08,0.00,banjir
53.00,25.10,10.08,0.00,banjir
53.00,25.10,11.81,1.73,surut
54.00,25.10,9.72,-2.09,banjir
54.00,25.10,9.38,-0.34,banjir
54.00,25.10,8.33,-1.05,banjir
54.00,25.10,9.03,0.70,surut
55.00,25.10,8.67,-0.36,banjir
55.00,25.10,8.35,-0.32,banjir
55.00,25.10,8.33,-0.02,banjir
54.00,25.10,8.33,0.00,banjir
54.00,25.10,8.02,-0.31,banjir
54.00,25.10,8.33,0.31,banjir
55.00,25.10,6.72,-1.61,banjir
56.00,25.10,5.10,-1.62,banjir
56.00,25.10,4.79,-0.31,banjir
56.00,25.10,4.13,-0.66,banjir
56.00,25.10,4.13,0.00,banjir
55.00,25.10,3.81,-0.32,banjir
54.00,25.10,3.81,0.00,banjir
54.00,25.10,3.81,0.00,banjir
54.00,25.10,3.81,0.00,banjir
53.00,25.10,3.81,0.00,banjir
53.00,25.10,4.45,0.65,surut
53.00,25.10,4.13,-0.32,banjir
52.00,25.10,4.45,0.32,banjir
52.00,25.10,5.42,0.97,surut
52.00,25.10,4.45,-0.97,banjir
51.00,25.10,6.72,2.26,surut
51.00,25.10,6.41,-0.31,banjir
51.00,25.00,6.41,0.00,banjir
51.00,25.10,8.33,1.92,surut
50.00,25.10,7.68,-0.65,banjir
50.00,25.00,7.68,0.00,banjir
50.00,25.10,9.03,1.34,surut
50.00,25.10,9.38,0.36,banjir
50.00,25.10,9.03,-0.36,banjir
50.00,25.10,10.78,1.75,surut
49.00,25.10,10.42,-0.36,banjir
50.00,25.10,10.42,0.00,banjir
50.00,25.10,11.48,1.05,surut
50.00,25.10,12.15,0.68,surut
50.00,25.10,10.78,-1.38,banjir
50.00,25.10,14.26,3.48,surut
50.00,25.10,12.85,-1.41,banjir
50.00,25.10,13.21,0.36,banjir
50.00,25.10,14.60,1.39,surut
50.00,25.10,14.96,0.36,banjir
50.00,25.10,15.64,0.68,surut
50.00,25.10,15.64,0.00,banjir
50.00,25.10,16.29,0.65,surut
50.00,25.10,14.96,-1.33,banjir
49.00,25.10,16.29,1.33,surut
49.00,25.10,16.29,0.00,banjir
49.00,25.10,16.30,0.02,banjir
49.00,25.10,16.93,0.63,surut
49.00,25.10,17.24,0.31,banjir
50.00,25.10,16.93,-0.31,banjir
51.00,25.10,17.56,0.63,surut
51.00,25.10,18.19,0.63,surut
51.00,25.10,17.88,-0.31,banjir
51.00,25.10,17.88,0.00,banjir
51.00,25.10,17.88,0.00,banjir
51.00,25.10,18.85,0.97,surut
51.00,25.10,19.47,0.61,surut
51.00,25.10,18.84,-0.63,banjir
52.00,25.10,18.84,0.00,banjir
53.00,25.10,21.39,2.55,surut
55.00,25.10,22.34,0.95,surut
55.00,25.10,21.39,-0.95,banjir
56.00,25.10,20.43,-0.95,banjir
56.00,25.10,22.63,2.19,surut
57.00,25.10,23.51,0.88,surut
57.00,25.10,24.36,0.85,surut
57.00,25.10,25.52,1.16,surut
56.00,25.10,24.96,-0.56,surut
56.00,25.10,26.69,1.73,surut
56.00,25.10,25.81,-0.88,surut
57.00,25.10,25.52,-0.29,surut
56.00,25.10,26.38,0.87,surut
58.00,25.10,27.85,1.46,surut
58.00,25.10,26.96,-0.88,surut
57.00,25.10,28.12,1.16,surut
57.00,25.10,29.27,1.16,surut
57.00,25.10,28.70,-0.58,surut
57.00,25.10,28.71,0.02,surut
57.00,25.10,28.71,0.00,surut
57.00,25.10,28.71,0.00,surut
58.00,25.10,28.71,0.00,surut
57.00,25.10,28.71,0.00,surut
57.00,25.10,28.70,-0.02,surut
58.00,25.10,27.54,-1.16,surut
58.00,25.10,26.69,-0.85,surut
58.00,25.10,26.98,0.29,surut
59.00,25.10,25.52,-1.46,surut
61.00,25.10,25.52,0.00,surut
61.00,25.20,24.65,-0.87,surut
62.00,25.20,24.09,-0.56,surut
63.00,25.20,24.65,0.56,surut
63.00,25.20,24.94,0.29,surut
63.00,25.20,25.82,0.88,surut
63.00,25.20,24.07,-1.75,surut
62.00,25.20,24.07,0.00,surut
62.00,25.20,22.93,-1.14,surut
63.00,25.20,23.49,0.56,surut
63.00,25.20,23.49,0.00,surut
63.00,25.20,22.92,-0.58,surut
64.00,25.20,20.76,-2.16,banjir
64.00,25.20,20.76,0.00,banjir
63.00,25.20,20.74,-0.02,banjir
64.00,25.20,19.48,-1.26,banjir
64.00,25.20,18.84,-0.65,banjir
64.00,25.20,18.84,0.00,banjir
64.00,25.20,19.79,0.95,surut
63.00,25.20,17.56,-2.23,banjir
63.00,25.20,17.56,0.00,banjir
62.00,25.20,17.56,0.00,banjir
61.00,25.20,15.96,-1.60,banjir
61.00,25.20,17.25,1.29,surut
61.00,25.20,17.24,-0.02,banjir
61.00,25.20,14.96,-2.28,banjir
60.00,25.20,14.60,-0.36,banjir
60.00,25.20,14.60,0.00,banjir
59.00,25.20,14.60,0.00,banjir
58.00,25.20,14.60,0.00,banjir
58.00,25.20,13.91,-0.70,banjir
58.00,25.20,13.91,0.00,banjir
57.00,25.20,13.91,0.00,banjir
56.00,25.20,12.51,-1.39,banjir
57.00,25.20,13.21,0.70,surut
57.00,25.20,13.23,0.02,banjir
57.00,25.20,12.51,-0.71,banjir
57.00,25.20,12.87,0.36,banjir
57.00,25.20,12.51,-0.36,banjir
58.00,25.20,12.51,0.00,banjir
58.00,25.20,11.83,-0.68,banjir
58.00,25.20,8.67,-3.16,banjir
58.00,25.20,8.02,-0.65,banjir
58.00,25.20,8.02,0.00,banjir
58.00,25.20,8.02,0.00,banjir
57.00,25.20,8.02,0.00,banjir
57.00,25.20,8.02,0.00,banjir
57.00,25.20,7.70,-0.32,banjir
57.00,25.20,7.70,0.00,banjir
56.00,25.20,6.73,-0.97,banjir
56.00,25.20,7.36,0.63,surut
56.00,25.20,7.38,0.02,banjir
56.00,25.20,4.79,-2.58,banjir
56.00,25.20,4.45,-0.34,banjir
56.00,25.20,4.13,-0.32,banjir
56.00,25.20,3.81,-0.32,banjir
56.00,25.20,4.13,0.32,banjir
56.00,25.20,4.13,0.00,banjir
55.00,25.20,4.45,0.32,banjir
55.00,25.20,4.78,0.32,banjir
54.00,25.20,5.42,0.65,surut
55.00,25.20,5.42,0.00,banjir
55.00,25.20,6.41,0.99,surut
55.00,25.20,7.04,0.63,surut
56.00,25.20,7.04,0.00,banjir
55.00,25.20,6.07,-0.97,banjir
56.00,25.20,9.38,3.32,surut
57.00,25.20,8.33,-1.05,banjir
57.00,25.20,7.70,-0.63,banjir
56.00,25.20,8.67,0.97,surut
55.00,25.20,9.03,0.36,banjir
56.00,25.20,11.12,2.09,surut
56.00,25.20,9.38,-1.73,banjir
56.00,25.20,10.78,1.39,surut
57.00,25.20,9.38,-1.39,banjir
58.00,25.20,12.17,2.79,surut
59.00,25.20,10.78,-1.39,banjir
59.00,25.20,10.78,0.00,banjir
59.00,25.20,13.21,2.43,surut
59.00,25.20,11.81,-1.39,banjir
59.00,25.20,14.60,2.79,surut
59.00,25.20,13.57,-1.04,banjir
59.00,25.20,13.57,0.00,banjir
59.00,25.20,13.57,0.00,banjir
59.00,25.20,14.96,1.39,surut
59.00,25.20,15.30,0.34,banjir
58.00,25.20,15.66,0.36,banjir
58.00,25.20,15.98,0.32,banjir
58.00,25.20,15.66,-0.32,banjir
59.00,25.20,16.29,0.63,surut
59.00,25.20,15.96,-0.32,banjir
58.00,25.20,15.96,0.00,banjir
59.00,25.20,17.56,1.60,surut
59.00,25.20,16.93,-0.63,banjir
59.00,25.20,17.24,0.31,banjir
58.00,25.20,16.93,-0.31,banjir
58.00,25.20,17.25,0.32,banjir
59.00,25.20,17.24,-0.02,banjir
58.00,25.20,17.25,0.02,banjir
58.00,25.20,17.24,-0.02,banjir
58.00,25.20,17.24,0.00,banjir
57.00,25.20,17.25,0.02,banjir
57.00,25.20,17.24,-0.02,banjir
57.00,25.20,18.84,1.60,surut
57.00,25.20,19.48,0.65,surut
57.00,25.20,19.16,-0.32,banjir
57.00,25.20,20.11,0.95,surut
58.00,25.20,19.79,-0.32,banjir
58.00,25.20,22.92,3.13,surut
58.00,25.20,23.20,0.29,surut
58.00,25.20,19.81,-3.40,banjir
